"pid","hid","age","sex","n.samples","wave","reporting.day","typical.day","n.contact.total","n.locations","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+","n.contact.touch","n.contact.0-4.touch","n.contact.5-19.touch","n.contact.20-39.touch","n.contact.40-64.touch","n.contact.65+.touch","n.contact.home","n.contact.school","n.contact.work","n.contact.other"
673,459,50,"F",4,"R2","Friday","no",10,4,"3",0,1,1,8,0,7,0,1,0,6,0,2,0,0,8
83,83,64,"F",4,"R2","Saturday","yes",7,3,"2",0,0,0,6,1,0,0,0,0,0,0,1,0,0,6
1081,99,16,"M",2,"R2","Saturday","yes",2,1,"0",0,0,1,1,0,1,0,0,1,0,0,2,0,0,0
112,99,22,"M",2,"R2","Saturday","yes",10,2,"1",0,9,8,1,0,10,0,4,5,1,0,2,0,0,8
169,125,52,"F",4,"R2","Saturday","yes",8,3,"2",0,0,1,7,0,1,0,0,1,0,0,1,0,0,7
1082,125,60,"M",3,"R2","Saturday","yes",10,4,"3",0,0,1,9,0,0,0,0,0,0,0,1,0,0,9
323,213,50,"F",4,"R2","Saturday","no",9,4,"3",0,2,3,3,1,3,0,1,0,2,0,0,0,0,9
393,258,11,"M",2,"R2","Saturday","yes",4,1,"0",0,0,2,1,1,0,0,0,0,0,0,4,0,0,0
394,258,62,"F",4,"R2","Saturday","yes",3,1,"0",0,1,1,0,1,0,0,0,0,0,0,3,0,0,0
413,270,55,"M",4,"R2","Saturday","yes",8,3,"2",0,0,6,2,0,1,0,0,0,1,0,1,0,0,8
424,278,59,"F",3,"R2","Saturday","yes",13,5,"4",0,0,9,6,0,3,0,0,3,0,0,4,0,0,11
503,331,64,"M",3,"R2","Saturday","yes",3,4,"3",0,0,0,2,1,0,0,0,0,0,0,1,0,0,2
1083,331,72,"M",3,"R2","Saturday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
507,334,61,"F",3,"R2","Saturday","yes",13,2,"1",0,0,4,8,1,1,0,0,0,1,0,1,0,12,0
509,335,56,"F",4,"R2","Saturday","yes",11,2,"1",0,0,10,1,0,0,0,0,0,0,0,10,0,1,0
548,361,51,"F",3,"R2","Saturday","yes",6,1,"0",0,0,6,4,0,0,0,0,0,0,0,0,0,6,0
595,400,65,"M",3,"R2","Saturday","yes",7,3,"2",0,0,0,5,2,1,0,0,0,0,1,2,0,4,2
629,426,66,"F",4,"R2","Saturday","yes",7,2,"1",1,0,4,2,0,2,1,0,1,0,0,2,0,0,6
702,479,51,"F",4,"R2","Saturday","no",3,1,"0",0,0,0,2,1,2,0,0,0,1,1,3,0,0,0
135,108,55,"M",4,"R2","Sunday","yes",4,6,"5",0,0,2,2,0,1,0,0,0,1,0,1,2,0,3
866,121,22,"M",4,"R2","Sunday","yes",3,1,"0",0,0,2,1,0,3,0,0,2,1,0,3,0,0,0
161,121,29,"F",3,"R2","Sunday","no",8,6,"5",0,0,5,3,0,3,0,0,2,1,0,3,0,0,5
867,121,63,"F",4,"R2","Sunday","yes",5,3,"2",0,0,4,1,0,0,0,0,0,0,0,3,0,0,2
253,176,33,"F",3,"R2","Sunday","no",5,2,"1",1,2,0,1,1,3,1,2,0,0,0,4,0,0,2
270,185,31,"F",3,"R2","Sunday","no",10,4,"3",0,0,7,3,0,3,0,0,1,2,0,1,0,1,9
1084,185,63,"F",2,"R2","Sunday","yes",3,2,"1",0,0,2,1,0,3,0,0,2,1,0,3,0,0,3
355,233,27,"M",2,"R2","Sunday","no",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,249,40,"F",2,"R2","Sunday","yes",2,2,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
387,253,65,"F",4,"R2","Sunday","yes",3,4,"3",0,0,2,0,1,1,0,0,1,0,0,1,0,0,2
467,307,29,"M",4,"R2","Sunday","no",3,1,"0",0,0,2,1,0,0,0,0,0,0,0,3,0,0,0
1086,310,19,"M",3,"R2","Sunday","no",3,2,"1",0,0,1,2,0,3,0,0,1,2,0,3,0,0,0
471,310,60,"F",4,"R2","Sunday","yes",8,2,"1",0,1,3,4,0,3,0,1,1,1,0,3,0,0,5
472,311,14,"M",2,"R2","Sunday","yes",3,2,"1",0,1,1,1,0,2,0,1,1,0,0,2,0,0,1
495,326,58,"F",3,"R2","Sunday","yes",5,3,"2",0,0,0,4,1,4,0,0,0,4,0,1,0,0,4
531,350,52,"M",4,"R2","Sunday","yes",2,1,"0",0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
616,418,63,"M",2,"R2","Sunday","no",10,2,"1",0,0,2,8,0,0,0,0,0,0,0,2,0,8,0
693,473,36,"F",4,"R2","Sunday","yes",7,2,"1",0,2,2,2,1,3,0,2,0,1,0,4,0,0,3
1087,111,18,"F",2,"R2","Monday","yes",21,6,"5",0,19,2,0,0,7,0,6,1,0,0,0,19,0,2
142,111,23,"F",2,"R2","Monday","yes",11,4,"3",0,1,9,1,0,3,0,1,2,0,0,3,4,4,0
143,111,25,"M",4,"R2","Monday","yes",10,3,"2",0,5,8,1,0,1,0,0,0,1,0,5,5,0,0
144,111,51,"F",4,"R2","Monday","yes",203,2,"1",0,1,202,200,200,0,0,0,0,0,0,3,0,200,0
160,120,59,"F",2,"R2","Monday","yes",7,6,"5",0,0,7,0,0,0,0,0,0,0,0,0,0,5,2
364,238,49,"F",4,"R2","Monday","no",5,3,"2",0,1,1,3,0,0,0,0,0,0,0,4,0,0,3
402,264,23,"F",2,"R2","Monday","yes",15,2,"1",0,0,13,2,0,0,0,0,0,0,0,5,0,10,0
420,275,45,"M",3,"R2","Monday","yes",13,5,"4",0,0,11,12,0,2,0,0,2,0,0,1,5,5,2
1088,573,31,"F",2,"R2","Monday","yes",35,3,"2",1,0,33,31,0,3,1,0,1,1,0,3,0,30,2
475,312,42,"M",4,"R2","Monday","yes",6,3,"2",0,1,5,4,0,2,0,1,1,0,0,2,0,4,0
517,340,22,"M",2,"R2","Monday","yes",7,3,"2",0,0,5,2,0,0,0,0,0,0,0,2,5,0,0
518,340,44,"F",3,"R2","Monday","no",6,5,"4",0,0,2,2,2,0,0,0,0,0,0,3,0,0,3
520,341,29,"M",3,"R2","Monday","yes",2,1,"0",0,0,0,2,0,2,0,0,0,2,0,2,0,0,0
527,347,65,"M",4,"R2","Monday","yes",2,2,"1",1,0,0,0,1,1,1,0,0,0,0,1,0,0,2
563,373,40,"M",3,"R2","Monday","yes",7,2,"1",1,0,1,3,2,4,1,0,1,0,2,4,0,3,0
576,382,59,"F",4,"R2","Monday","yes",5,2,"1",1,0,3,0,1,1,1,0,0,0,0,4,0,0,1
1089,392,64,"F",3,"R2","Monday","yes",1,2,"1",0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
586,392,68,"M",4,"R2","Monday","yes",1,3,"2",0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
685,466,35,"F",4,"R2","Monday","no",5,3,"2",0,0,4,1,0,0,0,0,0,0,0,0,0,0,5
703,480,49,"F",3,"R2","Monday","yes",8,3,"2",0,0,5,2,1,1,0,0,0,0,1,2,0,4,2
705,482,54,"F",4,"R2","Monday","yes",3,1,"0",0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
121,102,23,"F",4,"R2","Tuesday","yes",15,4,"3",0,7,6,2,0,9,0,7,0,2,0,9,4,2,0
1090,102,80,"M",3,"R2","Tuesday","yes",21,4,"3",0,0,2,19,0,0,0,0,0,0,0,2,0,18,1
122,102,52,"F",4,"R2","Tuesday","yes",6,4,"3",0,0,3,3,0,1,0,0,1,0,0,2,0,0,4
162,122,53,"F",4,"R2","Tuesday","yes",8,2,"1",0,0,6,2,0,0,0,0,0,0,0,3,0,5,0
172,127,57,"F",4,"R2","Tuesday","yes",8,4,"3",0,0,5,3,0,2,0,0,1,1,0,3,0,0,5
173,128,68,"F",4,"R2","Tuesday","yes",2,1,"0",0,0,1,0,1,1,0,0,0,0,1,2,0,0,0
177,131,57,"M",4,"R2","Tuesday","yes",12,5,"4",1,0,7,4,0,4,1,0,2,1,0,4,0,0,8
207,146,45,"F",2,"R2","Tuesday","yes",24,7,"6+",0,2,15,7,0,0,0,0,0,0,0,3,0,0,21
217,151,56,"F",4,"R2","Tuesday","no",84,8,"6+",0,60,22,19,0,4,0,0,3,1,0,3,0,70,11
218,151,60,"M",2,"R2","Tuesday","yes",4,2,"1",0,0,3,1,0,2,0,0,1,1,0,3,0,0,1
224,156,37,"F",4,"R2","Tuesday","yes",8,2,"1",0,0,7,6,1,0,0,0,0,0,0,2,0,6,0
231,161,64,"F",4,"R2","Tuesday","no",4,3,"2",1,0,1,1,1,2,1,0,0,1,0,2,0,0,2
1091,161,75,"M",1,"R2","Tuesday","no",2,2,"1",0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
247,172,66,"M",3,"R2","Tuesday","yes",2,1,"0",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
255,178,66,"F",4,"R2","Tuesday","yes",3,1,"0",1,0,1,0,1,2,1,0,0,0,1,3,0,0,0
1092,178,75,"M",2,"R2","Tuesday","yes",8,3,"2",1,0,4,2,1,2,1,0,0,0,1,3,0,0,5
1093,227,22,"F",1,"R2","Tuesday","yes",10,3,"2",0,1,8,7,0,2,0,1,0,1,0,2,0,8,0
349,227,45,"F",3,"R2","Tuesday","yes",4,4,"3",0,1,3,0,0,1,0,1,0,0,0,2,0,2,1
416,272,69,"F",4,"R2","Tuesday","yes",8,3,"2",0,0,1,7,0,0,0,0,0,0,0,1,0,0,7
417,273,57,"F",4,"R2","Tuesday","yes",9,5,"4",0,0,6,3,0,1,0,0,1,0,0,1,0,5,4
418,273,62,"M",4,"R2","Tuesday","yes",6,5,"4",0,0,2,4,0,1,0,0,0,1,0,1,0,0,5
451,295,37,"M",3,"R2","Tuesday","yes",6,3,"2",0,1,4,1,0,6,0,1,4,1,0,2,0,2,5
496,327,58,"F",4,"R2","Tuesday","yes",40,2,"1",0,0,34,39,31,1,0,0,0,0,1,2,0,38,0
514,338,54,"F",4,"R2","Tuesday","yes",6,4,"3",0,0,4,2,0,3,0,0,2,1,0,3,0,0,3
515,338,61,"M",4,"R2","Tuesday","no",7,4,"3",0,0,4,3,0,1,0,0,0,1,0,3,0,0,4
534,353,19,"M",3,"R2","Tuesday","no",10,2,"1",0,8,1,1,0,9,0,8,0,1,0,2,8,0,0
535,353,43,"F",3,"R2","Tuesday","yes",9,4,"3",0,0,5,4,0,1,0,0,0,1,0,6,0,5,8
1094,401,23,"F",1,"R2","Tuesday","yes",9,4,"3",0,0,8,1,0,2,0,0,1,1,0,2,1,5,1
596,401,26,"F",3,"R2","Tuesday","yes",4,2,"1",0,0,3,4,0,4,0,0,2,2,0,1,0,3,0
597,401,56,"F",4,"R2","Tuesday","yes",16,8,"6+",0,8,3,5,0,3,0,2,0,1,0,2,0,10,5
1095,576,33,"F",1,"R2","Tuesday","yes",15,2,"1",0,1,9,13,0,9,0,1,5,3,0,2,0,13,0
821,576,33,"M",4,"R2","Tuesday","yes",6,3,"2",0,2,2,2,0,5,0,2,1,2,0,3,0,0,3
612,414,58,"M",4,"R2","Tuesday","yes",6,3,"2",0,0,2,4,0,1,0,0,0,1,0,2,0,0,4
624,423,12,"M",4,"R2","Tuesday","yes",20,5,"4",0,18,0,2,0,19,0,18,0,1,0,2,3,0,16
625,423,54,"F",4,"R2","Tuesday","yes",9,5,"4",0,1,3,8,0,1,0,1,0,0,0,2,0,0,8
1096,423,55,"M",2,"R2","Tuesday","yes",20,4,"3",0,1,10,19,0,0,0,0,0,0,0,2,0,15,3
650,444,48,"M",4,"R2","Tuesday","yes",5,3,"2",1,0,1,3,0,2,1,0,1,0,0,3,0,2,0
654,446,52,"M",3,"R2","Tuesday","no",9,2,"1",0,0,0,9,8,6,0,0,0,8,3,0,0,0,9
1097,84,33,"F",3,"R2","Wednesday","yes",25,4,"3",0,0,25,20,0,15,0,0,10,5,0,1,0,10,14
864,84,64,"F",4,"R2","Wednesday","yes",26,2,"1",0,0,5,22,3,1,0,0,1,0,0,1,0,0,25
1098,91,NA,"F",1,"R2","Wednesday","yes",2,1,"0",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
865,91,61,"M",4,"R2","Wednesday","yes",23,4,"3",0,0,19,19,15,3,0,0,3,0,0,0,0,20,3
1099,191,62,"M",3,"R2","Wednesday","yes",4,2,"1",0,0,0,4,0,3,0,0,0,3,0,1,0,0,3
285,193,59,"F",3,"R2","Wednesday","no",11,3,"2",0,0,10,9,0,0,0,0,0,0,0,3,0,3,5
807,563,48,"F",4,"R2","Wednesday","no",27,11,"6+",0,0,4,12,11,6,0,0,2,2,2,0,0,0,27
339,221,25,"M",2,"R2","Wednesday","yes",3,2,"1",0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
398,261,65,"M",4,"R2","Wednesday","yes",3,3,"2",0,0,0,0,3,0,0,0,0,0,0,1,0,0,2
1100,287,20,"M",1,"R2","Wednesday","yes",26,5,"4",0,0,26,0,0,17,0,0,17,0,0,0,9,6,11
439,287,46,"F",2,"R2","Wednesday","no",2,2,"1",0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
444,290,60,"M",3,"R2","Wednesday","yes",3,2,"1",0,0,1,2,0,0,0,0,0,0,0,2,0,0,1
455,298,61,"F",4,"R2","Wednesday","no",9,6,"5",0,0,6,2,1,4,0,0,3,1,0,0,0,0,9
562,372,52,"F",2,"R2","Wednesday","yes",5,4,"3",0,0,2,3,0,1,0,0,0,1,0,1,0,0,4
570,378,37,"F",2,"R2","Wednesday","yes",7,2,"1",0,0,7,0,0,0,0,0,0,0,0,0,4,3,0
589,395,58,"M",4,"R2","Wednesday","yes",14,5,"4",0,0,3,10,1,10,0,0,3,7,0,3,0,5,6
1101,396,61,"F",3,"R2","Wednesday","yes",15,3,"2",0,0,4,4,10,0,0,0,0,0,0,1,0,13,1
607,410,58,"M",4,"R2","Wednesday","yes",10,6,"5",0,1,2,7,0,9,0,1,2,6,0,2,0,2,6
634,431,52,"F",4,"R2","Wednesday","no",45,4,"3",0,0,2,43,30,12,0,0,1,10,1,3,0,0,42
1102,431,55,"M",3,"R2","Wednesday","yes",3,2,"1",0,0,1,2,0,0,0,0,0,0,0,3,0,0,0
659,450,62,"F",3,"R2","Wednesday","no",7,4,"3",0,0,0,7,3,0,0,0,0,0,0,1,0,3,4
1103,130,24,"M",2,"R2","Thursday","yes",18,2,"1",0,0,16,17,0,8,0,0,5,3,0,3,0,15,0
1104,130,59,"M",3,"R2","Thursday","yes",3,1,"0",0,0,2,1,0,3,0,0,2,1,0,3,0,0,0
299,200,24,"M",3,"R2","Thursday","no",17,3,"2",0,0,15,2,0,5,0,0,5,0,0,2,0,14,1
300,200,52,"F",4,"R2","Thursday","yes",24,2,"1",0,0,23,16,0,0,0,0,0,0,0,2,0,22,0
390,255,65,"M",3,"R2","Thursday","no",387,4,"3",369,369,385,362,369,387,6,24,260,85,12,63,0,0,327
635,432,61,"F",4,"R2","Thursday","yes",19,2,"1",0,18,0,0,1,18,0,18,0,0,0,1,0,18,0
208,147,63,"F",4,"R2","Wednesday","yes",2,1,"0",0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
209,147,64,"M",3,"R2","Wednesday","yes",2,2,"1",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
1105,555,41,"F",2,"R2","Wednesday","yes",18,2,"1",0,2,15,16,0,6,0,2,0,4,0,3,0,15,0
793,555,48,"M",3,"R2","Wednesday","yes",13,2,"1",0,2,10,11,0,3,0,2,0,1,0,3,0,10,0
252,175,72,"M",4,"R2","Wednesday","yes",14,4,"3",1,0,2,10,10,1,1,0,0,0,0,9,0,0,6
811,567,72,"F",4,"R2","Wednesday","yes",7,2,"1",1,0,1,0,5,1,1,0,0,0,0,2,0,0,5
813,568,63,"M",4,"R2","Wednesday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,252,45,"F",3,"R2","Wednesday","yes",3,2,"1",0,0,2,1,0,0,0,0,0,0,0,0,0,2,1
1106,277,38,"F",2,"R2","Wednesday","yes",15,3,"2",0,0,11,3,1,5,0,0,1,3,1,4,0,10,1
423,277,69,"M",4,"R2","Wednesday","yes",10,3,"2",0,0,9,9,0,0,0,0,0,0,0,2,0,8,0
1107,323,73,"M",3,"R2","Wednesday","yes",4,4,"3",0,1,1,2,0,2,0,1,0,1,0,4,0,0,1
521,342,49,"F",3,"R2","Wednesday","no",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
523,344,46,"F",4,"R2","Wednesday","yes",5,4,"3",0,0,0,5,0,4,0,0,0,4,0,4,0,2,1
1108,369,23,"F",2,"R2","Wednesday","yes",4,3,"2",0,2,0,2,0,1,0,1,0,0,0,3,0,0,1
574,380,53,"M",3,"R2","Wednesday","yes",2,3,"2",0,0,0,2,0,1,0,0,0,1,0,1,0,1,1
580,386,51,"F",3,"R2","Wednesday","yes",16,3,"2",0,1,12,13,0,3,0,1,2,0,0,3,0,0,13
826,581,53,"F",4,"R2","Wednesday","yes",4,4,"3",0,0,2,2,0,1,0,0,0,1,0,2,0,0,2
835,589,50,"F",2,"R2","Wednesday","yes",64,4,"3",0,50,11,13,0,26,0,25,0,1,0,1,0,62,2
838,591,52,"F",4,"R2","Wednesday","yes",138,1,"0",60,60,78,78,0,60,30,30,0,0,0,0,0,138,0
687,467,54,"F",3,"R2","Wednesday","yes",5,2,"1",0,1,1,3,0,0,0,0,0,0,0,3,0,0,2
707,484,63,"F",4,"R2","Wednesday","yes",17,1,"0",0,0,8,0,9,1,0,0,0,0,1,0,0,0,17
137,109,45,"M",4,"R2","Thursday","yes",12,2,"1",0,0,10,6,0,4,0,0,3,1,0,2,0,10,0
148,113,62,"F",3,"R2","Thursday","yes",6,3,"2",0,0,3,3,0,0,0,0,0,0,0,3,0,0,3
211,148,52,"F",4,"R2","Thursday","no",7,2,"1",1,1,4,0,1,2,1,1,0,0,0,1,0,0,7
232,162,52,"M",2,"R2","Thursday","yes",41,2,"1",0,0,40,1,0,11,0,0,10,1,0,1,0,40,0
802,560,46,"F",3,"R2","Thursday","yes",6,4,"3",0,2,2,2,0,3,0,2,0,1,0,3,0,3,0
1109,196,23,"F",3,"R2","Thursday","yes",26,1,"0",0,0,26,15,0,0,0,0,0,0,0,6,0,20,0
294,196,56,"M",4,"R2","Thursday","no",5,1,"0",0,0,0,5,0,1,0,0,0,1,0,0,0,0,5
1110,209,24,"M",3,"R2","Thursday","yes",35,3,"2",0,0,34,34,0,0,0,0,0,0,0,2,0,25,8
317,209,51,"F",4,"R2","Thursday","yes",19,2,"1",0,10,5,4,0,6,0,5,1,0,0,2,0,17,0
808,564,48,"F",4,"R2","Thursday","yes",27,2,"1",0,0,25,26,1,0,0,0,0,0,0,2,0,25,0
857,228,52,"M",3,"R2","Thursday","yes",2,2,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
858,262,68,"F",3,"R2","Thursday","yes",10,5,"4",0,0,3,2,8,1,0,0,0,0,1,1,0,0,10
400,262,78,"M",3,"R2","Thursday","yes",6,3,"2",0,0,0,0,6,1,0,0,0,0,1,1,0,0,6
817,572,75,"F",2,"R2","Thursday","no",4,1,"0",0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
440,288,9,"M",3,"R2","Thursday","yes",10,5,"4",1,6,3,0,0,6,0,4,2,0,0,3,4,0,7
1111,288,12,"M",1,"R2","Thursday","yes",24,7,"6+",0,22,1,1,0,22,0,20,1,1,0,3,21,0,2
441,288,37,"F",4,"R2","Thursday","yes",7,3,"2",0,2,1,4,0,2,0,2,0,0,0,4,0,0,3
556,367,69,"M",4,"R2","Thursday","yes",12,5,"4",0,0,4,3,5,0,0,0,0,0,0,1,0,0,11
577,383,49,"F",4,"R2","Thursday","yes",3,1,"0",0,1,1,1,0,3,0,1,1,1,0,3,0,0,0
579,385,61,"F",4,"R2","Thursday","yes",17,3,"2",0,0,17,12,0,0,0,0,0,0,0,1,0,16,0
830,584,61,"M",4,"R2","Thursday","yes",21,4,"3",3,0,4,17,0,10,1,0,2,7,0,3,0,0,18
1112,445,66,"M",2,"R2","Thursday","yes",18,4,"3",0,0,17,11,0,6,0,0,5,1,0,1,0,15,2
697,477,82,"M",4,"R2","Thursday","yes",2,1,"0",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
93,89,56,"M",3,"R2","Friday","yes",9,3,"2",0,1,5,6,0,3,0,1,0,2,0,3,0,5,1
1113,556,49,"M",2,"R2","Friday","no",18,5,"4",0,4,10,7,0,5,0,4,0,1,0,9,1,7,4
1114,236,30,"M",3,"R2","Friday","yes",72,4,"3",0,50,67,70,1,67,0,20,26,21,0,6,0,66,1
362,236,65,"F",4,"R2","Friday","no",23,11,"6+",0,0,16,9,3,10,0,0,5,3,2,10,0,0,16
365,239,23,"F",3,"R2","Friday","yes",46,2,"1",0,30,10,16,0,17,0,15,0,2,0,2,0,43,1
366,239,55,"F",3,"R2","Friday","yes",82,4,"3",0,0,74,81,40,41,0,0,5,6,30,2,0,76,4
367,239,60,"M",4,"R2","Friday","no",12,4,"3",0,0,1,11,0,3,0,0,0,3,0,2,0,0,10
462,302,51,"F",4,"R2","Friday","yes",9,5,"4",0,0,1,7,1,1,0,0,0,1,0,3,0,0,6
819,574,64,"M",4,"R2","Friday","no",2,2,"1",1,0,0,1,0,1,1,0,0,0,0,2,0,0,0
1115,357,50,"M",2,"R2","Friday","yes",13,7,"6+",0,0,6,7,0,2,0,0,1,1,0,7,0,3,6
823,578,58,"F",4,"R2","Friday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,580,66,"F",4,"R2","Friday","yes",13,4,"3",0,1,2,10,4,4,0,0,0,1,3,2,0,0,11
829,583,62,"F",4,"R2","Friday","yes",5,3,"2",0,0,0,5,0,1,0,0,0,1,0,1,0,0,4
630,427,44,"M",4,"R2","Friday","yes",4,1,"0",1,1,2,0,0,3,1,1,1,0,0,4,0,0,0
637,434,51,"F",3,"R2","Friday","yes",2,2,"1",0,0,1,1,0,1,0,0,0,1,0,1,0,0,1
781,547,50,"F",4,"R2","Saturday","yes",8,3,"2",0,1,1,6,0,5,0,1,1,3,0,3,0,0,5
1116,548,49,"M",2,"R2","Saturday","yes",8,5,"4",0,0,6,7,0,1,0,0,0,1,0,2,0,0,8
1117,609,63,"M",3,"R2","Saturday","no",3,2,"1",0,0,0,3,0,2,0,0,0,2,0,3,0,0,0
878,610,27,"M",3,"R2","Saturday","no",4,3,"2",0,1,3,0,0,0,0,0,0,0,0,1,0,0,3
227,158,27,"F",2,"R2","Saturday","yes",4,3,"2",0,0,3,1,0,1,0,0,1,0,0,2,0,0,2
1118,557,55,"F",2,"R2","Saturday","yes",4,3,"2",0,1,1,0,2,2,0,1,0,0,1,2,0,0,2
1119,566,47,"F",2,"R2","Saturday","yes",7,7,"6+",1,1,3,2,0,5,1,1,2,1,0,4,0,0,6
1120,223,78,"M",2,"R2","Saturday","no",11,2,"1",0,0,0,0,11,0,0,0,0,0,0,1,0,0,10
341,223,78,"F",3,"R2","Saturday","yes",3,1,"0",0,0,0,1,2,0,0,0,0,0,0,3,0,0,0
814,569,62,"M",4,"R2","Saturday","no",9,5,"4",0,0,3,6,0,2,0,0,1,1,0,1,0,0,8
447,291,48,"F",3,"R2","Saturday","yes",3,3,"2",0,2,0,1,0,3,0,2,0,1,0,3,0,0,3
465,305,46,"M",4,"R2","Saturday","yes",4,4,"3",0,0,2,2,0,1,0,0,1,0,0,1,0,1,2
1121,322,24,"F",3,"R2","Saturday","yes",12,2,"1",0,0,11,4,0,0,0,0,0,0,0,1,0,11,0
489,322,26,"F",4,"R2","Saturday","yes",20,2,"1",0,0,4,1,15,8,0,0,0,0,8,1,0,19,0
539,355,52,"F",4,"R2","Saturday","no",13,4,"3",0,1,10,1,1,6,0,1,3,1,1,5,0,4,4
557,368,63,"F",4,"R2","Saturday","no",20,2,"1",4,2,7,9,0,14,3,1,4,6,0,1,0,0,19
874,377,20,"F",4,"R2","Saturday","no",4,2,"1",0,1,1,2,0,2,0,1,0,1,0,2,0,0,2
569,377,47,"F",4,"R2","Saturday","yes",8,4,"3",0,1,4,3,0,4,0,1,3,0,0,2,0,0,6
1122,456,64,"F",2,"R2","Saturday","yes",6,3,"2",0,0,3,2,1,1,0,0,1,0,0,2,0,0,4
1123,463,29,"M",3,"R2","Saturday","yes",14,4,"3",1,6,11,0,2,3,1,0,1,0,1,5,0,6,3
678,463,68,"F",3,"R2","Saturday","yes",8,3,"2",1,0,3,3,1,1,1,0,0,0,0,4,0,0,4
679,463,69,"M",4,"R2","Saturday","yes",4,1,"0",1,0,2,0,1,2,1,0,0,0,1,4,0,0,0
1124,463,24,"F",3,"R2","Saturday","yes",9,3,"2",1,0,6,0,2,2,1,0,1,0,0,4,0,0,5
708,485,30,"F",2,"R2","Saturday","no",3,2,"1",0,0,2,1,0,2,0,0,2,0,0,1,0,0,2
1125,485,63,"M",1,"R2","Saturday","yes",8,3,"2",0,0,4,3,1,5,0,0,2,2,1,3,0,0,5
709,485,64,"F",3,"R2","Saturday","yes",11,6,"5",0,0,4,7,0,3,0,0,0,3,0,2,0,0,9
886,615,43,"M",4,"R2","Sunday","yes",12,6,"5",0,2,2,8,0,1,0,0,0,1,0,5,0,0,8
887,616,57,"F",4,"R2","Sunday","yes",19,4,"3",0,3,12,18,0,1,0,0,0,1,0,2,0,0,18
888,616,60,"M",2,"R2","Sunday","no",4,4,"3",0,1,0,3,0,1,0,0,0,1,0,4,0,0,4
889,617,20,"F",2,"R2","Sunday","yes",5,2,"1",0,2,1,2,0,0,0,0,0,0,0,3,0,0,2
1126,617,61,"F",3,"R2","Sunday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,618,49,"F",2,"R2","Sunday","yes",13,3,"2",0,9,9,11,8,2,0,1,0,1,0,3,0,0,12
891,619,66,"F",4,"R2","Sunday","yes",3,2,"1",0,0,2,0,1,0,0,0,0,0,0,2,0,0,1
1127,620,28,"M",3,"R2","Sunday","no",3,1,"0",0,0,1,2,0,1,0,0,1,0,0,3,0,0,0
893,621,47,"F",4,"R2","Sunday","yes",2,1,"0",0,1,0,1,0,1,0,1,0,0,0,2,0,0,0
1128,621,59,"F",1,"R2","Sunday","yes",2,1,"0",0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
894,622,57,"F",3,"R2","Sunday","yes",15,4,"3",0,0,14,1,0,2,0,0,2,0,0,1,0,13,1
895,622,59,"M",3,"R2","Sunday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
896,623,49,"F",3,"R2","Sunday","yes",11,3,"2",0,8,0,9,0,2,0,2,0,0,0,9,0,0,2
897,624,58,"F",3,"R2","Sunday","no",4,6,"5",0,0,3,1,0,3,0,0,2,1,0,2,0,0,3
898,625,52,"F",3,"R2","Sunday","no",25,3,"2",0,0,22,22,21,0,0,0,0,0,0,4,0,20,1
1129,626,47,"F",3,"R2","Sunday","yes",12,3,"2",0,0,10,10,0,1,0,0,0,1,0,4,0,0,9
899,626,49,"M",4,"R2","Sunday","yes",4,3,"2",0,0,1,3,0,2,0,0,0,2,0,1,0,2,2
901,627,62,"F",4,"R2","Sunday","yes",6,2,"1",0,0,2,3,1,0,0,0,0,0,0,3,0,0,3
902,627,66,"M",3,"R2","Sunday","yes",1,1,"0",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
903,628,61,"F",2,"R2","Sunday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
904,628,62,"M",2,"R2","Sunday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
